Start,End,Date Time,Survey Location,Include National,,Community,Rurality,Expert Type,Expert Type.other,Gender,Expert Title,Name of Organization,Type.Human Rights,Type.Sexual and Gender Based Violence,Type.Health and Reproductive Rights,Type.Land,Type.Economic and Financial Services,Type.Agriculture,Type.Education,Type.Local Community Participation,Type.Other,Type.NA,Type.Describe Other,WInfo.To be Treated Equally with All Others,Winfo.To be Free from Violence,WInfo.To be able to Join Groups,Winfo.Right to go Court if any Rights are Violated,Winfo.Right to Education,Winfo.Right_ to Own Property,Winfo.Right to Information,Winfo.Right to Work under Reasonable Hours,"Seminal:Same F,E,RoS as men?",Seminal.Explain,Women Interested in Information,Women Interested in Information.why,Women Interested National Gov,Women Interested National Gov.why,Women Interested Local Gov,Women Interested Local Gov.why,Info.National Government Office,Info.Local Government Office,Info.Local/Community NGOs,Info.Educational Institutions,Info.Places of Worship/Religious,Info.Traditional Leaders,Info.Village Elders,Info.Husband,Info.Other Family Members,Info.Friends,Info.Radio,Info.Television,Info.Newspaper,Info.Town Crier,Info.Internet/Cell Phone,Info.Other,Info.OtherExplain,Issue.Don't Know Where to Ask,Issue.Fear of Asking,Issue.Domestic Duties,Issue.Getting to Public Offices (Distance),Issue.Family Nonsupportive,Issue.Confidence,Issue.Mindset of Gov Offical,Issue.Illiteracy,Issue.Women Ignored in Public,Issue.Language,Issue.Culturally Not Allowed,Issue.Safety Concerns,Issue.Information not Important to Women,Issue.Women Not Allowed in Public,Issue.Other,Issue.Other Explain ,Original Barrier 1,Barrier 1,Original Barrier 2,Barrier 2,Original Barrier 3,Barrier 3,Possible Solutions,"Consequence of less awareness for women
",How Important.Rights,Rights.Freedom from Violence,Rights./Property Ownership/Land Rights,Rights.How the Justice System Works,Rights.Labor Law/Rights,Rights.Public Participation,Rights.Education,Rights.Marital.Family Rights,Rights.Health and Reproductive Rights,Rights.Freedom of Expression,Rights.Right to Information,Rights.Social Services,Rights.Anti-Discrimination,Rights.Please Explain,How important.Econ,Econ.Access to Banks,Econ.Vocational Training,Econ.Technology Training,Econ.Educational Opportunities,Econ.Job Opportunities,Econ.Land/Property Ownership,Econ.Scholarships,Econ.How to Start a Buisness,Econ.How to Get a Trade License,Econ.Social Development Funds,Econ.Please Explain,Original Most Important,Most Important,Original Second Most Important,Second Most Important,Original Third Most Important,Third Most Important,Anything Else,Enumerator Notes,Other Thoughts,__version__,meta/instanceID,_id,_uuid,_submission_time,_date_modified,_tags
2023-01-26T14:15:39.474Z,2023-01-26T16:31:29.744Z,2023-01-26T16:48:00.000Z,Freetown,0,0.742660195,Wilberforce Street Central of Freetown ,Rural,Government Official,n/a,Male,Registrar and Program Manager,Sierra Leone Legal Aid Board,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Legal Aid,Somewhat,Somewhat,Very,Somewhat,Very,Somewhat,Very,Very,No,A lot of women are house wives. Men are disproportionately represented in the public sector. There are more literate men than women.,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,Small Barrier,Not a Barrier,Not a Barrier,Customary rule which restrict the movement of women without permission - small barrier,"Do not know where to go for information
Domestic duties 
Mindset of government officials",It is a big challenge regarding where to access Information. People find them being referred from one government MDA to the other.,Mindset of Gov Offical,Domestic duties are a huge burden on women. This leaves them with limited time and energy to source information.,Domestic Duties,"Government officials do not like giving out information as though they have something to hide.
In a society where corruption is rife in the public sector, there is resistance on the part of public servant to give out information.
They hide behind socalled 'oath of secrecy' to deny people information.",#VALUE!,"Information should be given out through several channels particularly through places of workshop and community based and civil society organizations. The government should not wait for people to ask for information. 
There should be a deadline within which public officials should give out information.
Public officials can be very rude to the public especially women. They are mostly nice when you have money to offer them or bribe to offer. They should be trained on customer service skills.","It affects growth in the family and the nation
It will worsen human rights and reproductive health issues
Affects the participation of women in socio economic development and democracy.",Very Important,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The most valuation information is one bordering on the right to education. Once we are able to get our women educated they will be able to assert their rights. They will be less prone to abuses including domestic violence.,Very Important,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"When you develop the human resource everything is possible. They will know and assert their rights, tap opportunities and participate effectively in the socio economic and political development.",Right to Education,Education,Scholarships,Scholarships,How to start a business SME,How to Start a Buisness,n/a,I spent a lot more time than I had expected.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:5f39a0b7-737c-4ad5-9f74-b1b5a76baedc,108585555,5f39a0b7-737c-4ad5-9f74-b1b5a76baedc,2023-01-26T21:33:00,2023-01-26T21:33:00,
2023-02-14T12:39:54.590Z,2023-03-19T19:20:28.478Z,2023-02-14T13:20:00.000Z,Freetown,1,0.767077688,New England Ville,Urban,Government Official,n/a,Male,Social Worker,Ministry of Social Welfare,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,No,Women hardly ask for information,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Not a Barrier,n/a,Yes,Confidence to ask,Confidence,Fear of asking,Fear of Asking,Domestic Duties,Domestic Duties,Confidence should be built in women.,Their rights will always be violated,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Free from violence she will focus on finding for  herself,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Bank loans has been helping women all the years, all they should do is to make it more easy for all women that want to take bank loans",Bank loans,Access to Banks,Job opportunities,Job Opportunities,Scholarships opportunities,Scholarships,"Getting Trade license should be easy for all, not my money.",Most of the people were waiting to see the PS . He is not in his office.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:13861d9b-322b-4561-b237-3072b03b416b,111130681,13861d9b-322b-4561-b237-3072b03b416b,2023-03-19T19:23:59,2023-03-19T19:23:59,
2023-02-09T14:25:54.908Z,2023-03-02T12:48:31.864Z,2023-02-08T10:34:00.000Z,Freetown,1,0.776573217,Brookfields,Urban,Government Official,n/a,Male,Land Guard,Ministry of Lands Housing and Country planning,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Somewhat,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,No,Because they don't show up for information.,No,Because they are always relaxing in accessing information.,No,Because they Don't care about accessing it.,Yes,n/a,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,n/a,Not a Barrier,Not a Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,Small Barrier,Large Barrier,Not a Barrier,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,No other,Yes,Confidence to ask Government,Confidence,Illiteracy,Illiteracy,Language of documents,Language,"Programs concerning women to be bold, women education and Documents should be translated into different languages.",More men will be dominating offices.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All valuable,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All necessary,Access to Banks/Loans,Access to Banks,Job opportunities,Job Opportunities,How to start a business,How to Start a Buisness,No,Necessary information was got.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:85b47a96-797d-4586-a5b2-d64ce2c57573,110048552,85b47a96-797d-4586-a5b2-d64ce2c57573,2023-03-02T13:10:21,2023-03-02T13:10:21,
2023-02-10T12:36:06.855Z,2023-03-19T19:20:14.639Z,2023-03-03T13:02:00.000Z,Freetown,1,0.8151538,Westley Street,Urban,NGO/International Community,n/a,Male,Staff,Plan international,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Somewhat,Somewhat,n/a,Very,Very,Very,n/a,Somewhat,No,"Most women don't even know about their rights to access medical services, sometimes even if we explained to them,they will not understand",Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,n/a,n/a,Illiteracy,Illiteracy,Officials language,Language,Confident to ask questions,Confidence,"All women should find ways to empowered themselves,","They're already less informed, we should provide opportunities for them, like bank loans, technical institute for empowerment training.",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Labour information should be on the open to all women workers, because some women are not informed, if their boss vartlate there right  where to make the report. Some boss think they are above the law.",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Technically training will help women to improve,vocational training,Vocational Training,Educational opportunities,Education,Scholarships opportunities,Scholarships,When a woman has all the opportunities she will improve her life,Was ready and pleased with the interview duration.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:38574e54-7646-4617-b65e-691ed6e86ca4,111130680,38574e54-7646-4617-b65e-691ed6e86ca4,2023-03-19T19:23:59,2023-03-19T19:23:59,
2023-02-14T12:37:50.092Z,2023-03-02T13:08:36.446Z,2023-02-14T13:17:00.000Z,Freetown,1,0.819565763,New England Ville,Urban,Government Official,n/a,Female,Records Officer,Ministry of Social Welfare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Family Welfare, Human Trafficking issues and Disability issues.",Not at all,Not at all,Very,Very,Not at all,Not at all,Not at all,Not at all,No,Women have limited resources to access government information.,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,No other,Yes,Don't know how or where to go ask for information,Don't Know Where to Ask,Fear of asking for information,Fear of Asking,Mobility,Getting to Public Offices (Distance),"Make information accessable to all. Also, make transportation more allowable to all women and also make publicity to encourage every women not to fear of asking for information in Government and other offices.",Well I think education is the key solution. I believe if women are more educated it will be easy to access information.,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All of the above will help in empowering women.,Very Important,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,They can help in economic growth and empower women.,Access to Banks/loans,Access to Banks,How to start a business/SME,How to Start a Buisness,Education.,Education,It is the right of every women to access information.,More women should be encouraged to be educated and be assisted to economically develop them.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:f526b667-8611-4bfd-94f6-8756d9557d9b,110048580,f526b667-8611-4bfd-94f6-8756d9557d9b,2023-03-02T13:10:58,2023-03-02T13:10:58,
2023-02-08T13:04:40.614Z,2023-03-02T10:55:35.561Z,2023-02-08T13:28:00.000Z,Freetown,1,0.838626405,Brookfields,Urban,Government Official,n/a,Male,Assistant public relations officer,Ministry of Lands Housing and Country Planning ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Very,Very,No,"In fact it is difficult also for men to access information from the offices. You know women are very impatient, so most women don't have that patient as men to wait for than an hour to access an information.",Yes,n/a,Yes,n/a,Yes,n/a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,n/a,Not a Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,No other ,Yes,Getting to public offices ,Getting to Public Offices (Distance),Women are ignored when they go into public buildings/ offices ,Women Ignored in Public,Illiteracy ,Illiteracy,"The attitude of government officials to was clients, especially women should be changed and women should be interested in education.","They will not be self dependent, because certain information that can change their lives will not be accessed.",Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,The ones I choose are all necessary and important.,Very Important,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,They all help women to grow economically.,Access to Banks,Access to Banks,Job opportunities ,Job Opportunities,How to start a business ,How to Start a Buisness,No,Some of the necessary information were provided.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:ac82aea4-7200-4f61-9d3b-f2e1ecc7efd0,110046362,ac82aea4-7200-4f61-9d3b-f2e1ecc7efd0,2023-03-02T12:39:16,2023-03-02T12:39:16,
2023-02-10T12:29:46.838Z,2023-03-02T13:04:33.999Z,2023-02-10T10:30:00.000Z,Freetown,1,0.861845505,New England Ville,Urban,Government Official,n/a,Female,Stenographer,Ministry of Labour and Social Security,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Somewhat,Very,Very,Very,Somewhat,Somewhat,Somewhat,Very,No,The success are not because men are always in majority in decision making.,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Not a Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,n/a,Yes,Domestic Duties,Domestic Duties,Confidence in asking,Confidence,Someone not supportive,Family Nonsupportive,"Continue to empower women and improve on child birth control to avoid early pregnancy. Also, improve public speaking at all level, this can improve on their confidence to speak at any point in time.",Lack of confidence,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"All of them are valuable in promoting the right of women, if they are exposed to the information and given the opportunities to access them.",Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,The selected can help a woman to be self depending and be able to make a living and thus empower her financially and strengthen her economic growth.,Access to Banks/ loans,Access to Banks,Educational opportunities,Education,How to start a business.,How to Start a Buisness,"The rate at which women access information is low, women should be encouraged to visit offices and given the right to access information valuable for them.",Women empowerment economically is a key.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:8620a315-45ee-4cbc-922e-cda0f0cf2809,110048569,8620a315-45ee-4cbc-922e-cda0f0cf2809,2023-03-02T13:10:42,2023-03-02T13:10:42,
2023-02-09T11:30:32.938Z,2023-03-02T11:53:03.952Z,2023-02-09T13:10:00.000Z,Freetown,1,0.868708226,Brookfields,Urban,Government Official,n/a,Female,Human Resource,Ministry of Trade and Industry,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Very,Very,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Very,No,"Most times the men are called in a meeting, where most information are decimated. We don't have much options or many women in top management or holding higher positions.",Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,n/a,Small Barrier,Large Barrier,Large Barrier,Not a Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Don't Know,No barrier ,Yes,Fear of asking for information,Fear of Asking,Women ignored when they go to public building or offices.,Women Ignored in Public,Safety concerns,Safety Concerns,Create an enabling environment where women can access or get information when the need arises.,Vital information will not be passed. The idea of the whole women will not be fulfilled.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All valuable ,Very Important,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"It is important for women to achieve all of these because like the saying goes, ""when you empower a woman, they deliver much better"".",Job opportunities,Job Opportunities,Land/property ownership,Land/Property Ownership,Scholarships,Scholarships,"When you take a look at that poor woman that stays in an extreme village without no access or means to even come to town, she will be deprived from accessing information, pace should be created for vital information about the right of women to reach each and every women in all the location.","Women empowerment in accessing information from the respondent is a must, and should be treated well.",n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:54a77e86-7daa-4023-a10d-e354d8a1acef,110046369,54a77e86-7daa-4023-a10d-e354d8a1acef,2023-03-02T12:39:19,2023-03-02T12:39:19,
2023-02-09T13:05:26.141Z,2023-03-02T12:47:42.675Z,2023-02-08T11:33:00.000Z,Freetown,1,0.889871434,Brookfields,Urban,Government Official,n/a,Male,Land guard,Ministry of Lands Housing and country planning,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Somewhat,Not at all,Not at all,Somewhat,Very,Very,Very,Somewhat,Yes,Everyone is interested in information from the government,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,No other one,n/a,Illiteracy,Illiteracy,Distance and transportation,Getting to Public Offices (Distance),Domestic Duties,Domestic Duties,Build more training center for empowering women,They will not have any education to pass to their children,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Women should have the right to free expressions in their family,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,When women are educated she make a well informed decision,Trade license,How to Get a Trade License,Scholarships opportunities,Scholarships,Right to property ownership,Land/Property Ownership,"When you educate a woman you educate a nation , we most empowered our women for better Sierra Leone",Her response were good .,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:eeb6bde9-62ff-4565-82a3-7e27e7441d87,110048550,eeb6bde9-62ff-4565-82a3-7e27e7441d87,2023-03-02T13:10:19,2023-03-02T13:10:19,
2023-01-26T15:45:47.548Z,2023-01-26T21:32:30.800Z,2023-01-26T16:45:00.000Z,Freetown,1,0.896083645,Wilberforce Street Central of Freetown,Rural,Government Official,n/a,Male,Press Officer,Legal Aid Board,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Journalism, human rights and justice",Very,Very,Very,Very,Very,Very,Very,Very,Yes,"Human race is equal. Men and women should be treated equally and as a result women have the same rights as men to own property, join any organisation of their choice, be educated and informed etc.",No,Because a good number of them if not all are not informed on that,No,Because they are not informed on that.,No,Most of them if not all are not informed on that.,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,n/a,"Language barrier, illiteracy and fact that a good number don't know where to go and ask","Because of the language barrier which is sometimes technical, there is the need to explain these things to simple language",Language,The need to put more premium in women education,Illiteracy,Women should be informed on where to seek information,Don't Know Where to Ask,"Educate women on where to seek information, have more women dieing educated, etc",More abuses and challenges,Important,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"This will help them know how to go about in their rights to ownership of property, inheritance, marriage, divorce, etc",Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,If women are informed on these they will be able to own and operate businesses as well other opportunities,Educational opportunities,Education,Vocational training,Vocational Training,Bank loans,Access to Banks,n/a,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:c28fbdfb-cbda-461d-bd8c-e65f9fc59e00,108585556,c28fbdfb-cbda-461d-bd8c-e65f9fc59e00,2023-01-26T21:33:01,2023-01-26T21:33:01,
2023-02-06T13:48:46.567Z,2023-03-02T12:40:58.079Z,2023-02-06T14:48:00.000Z,Freetown,1,0.915292259,n/a,Urban,Media,n/a,Male,Reporter,Concord Times Newspaper,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Somewhat,Somewhat,Not at all,Very,Very,Very,Very,Very,No,"It's very difficult for woman to access information when it come's to education,  on over in journalism.",No,"Mostly, most of the government institution refusing to give women information because they think that those women give out information to the opposition party",Yes,n/a,Yes,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Not a Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,The large barriers I don't mention is that most woman are afraid to go into politics,Large barriers,Level of confidence,Confidence,Self esteem,Confidence,Illiteracy,Illiteracy,The possible solutions I think as an expert in gender is that woman most learn to be in the front.,That will continue to hinder the productivity of disseminating information to the general public,Very Important,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Women need to be free form all forms of violence against them,Very Important,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"When women are empowered and have access to better job, they will be able to give the best in their home",Job opportunities,Job Opportunities,Creating better job opportunities form them,Job Opportunities,Provide law to prevent them from domestic violence,Freedom from Violence,Creating laws form women to be able to access information,"With my thoughts on the interview, it can continue the access of free and fair access to information to women in all various institution in the country",n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:64826ad2-f5bf-422f-afee-b286ab089bc8,110048530,64826ad2-f5bf-422f-afee-b286ab089bc8,2023-03-02T13:09:49,2023-03-02T13:09:49,
2023-02-08T15:39:35.853Z,2023-03-02T11:40:55.673Z,2023-02-08T16:19:00.000Z,Freetown,1,0.924606773,Brookfields,Urban,Government Official,n/a,Female,Senior Agriculture Officer,Ministry of Agriculture and Forestry,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,The participation of women to access information is always low since the act is not popularize and other domestic activities limit them also.,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Small Barrier,Small Barrier,No,Yes,Domestic Duties ,Domestic Duties,Illiteracy,Illiteracy,Language of documents ,Language,"Education and sensitization, encouragement of women, Financial support.",High poverty rate,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,There is a coralation in all of the information that women needs to know to be free from deprivation.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"All of the above are opportunities for women's achievement including educational opportunities, access to bank loans, technical/vocational training.",Educational opportunities,Education,Access to Bank loans,Access to Banks,Technical/vocational training,Vocational Training,No,"During the interview at the ministry of Agriculture and forestry, the experts refused to give their names to be entered and also their phone numbers for confidentiality.",n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:4a396471-fdb9-43ae-9f1c-89216eb7d320,110046366,4a396471-fdb9-43ae-9f1c-89216eb7d320,2023-03-02T12:39:18,2023-03-02T12:39:18,
